8.580000000000000071e+00 3.838000000000000256e+01 1.021029999999999973e+03 8.437000000000000455e+01
2.178999999999999915e+01 5.820000000000000284e+01 1.017210000000000036e+03 6.673999999999999488e+01
1.664000000000000057e+01 4.892000000000000171e+01 1.011549999999999955e+03 7.876000000000000512e+01
3.137999999999999901e+01 7.131999999999999318e+01 1.009169999999999959e+03 6.042000000000000171e+01
9.199999999999999289e+00 4.003000000000000114e+01 1.017049999999999955e+03 9.245999999999999375e+01
2.682000000000000028e+01 6.923000000000000398e+01 1.013279999999999973e+03 5.085999999999999943e+01
9.480000000000000426e+00 4.079999999999999716e+01 1.023820000000000050e+03 7.898000000000000398e+01
9.410000000000000142e+00 4.153999999999999915e+01 1.019480000000000018e+03 8.218999999999999773e+01
3.103000000000000114e+01 6.959000000000000341e+01 1.007769999999999982e+03 6.396000000000000085e+01
1.823999999999999844e+01 5.914999999999999858e+01 1.012000000000000000e+03 8.440000000000000568e+01
1.996000000000000085e+01 3.953000000000000114e+01 1.006159999999999968e+03 6.277000000000000313e+01
1.442999999999999972e+01 3.982000000000000028e+01 1.012559999999999945e+03 7.851999999999999602e+01
1.438000000000000078e+01 4.071000000000000085e+01 1.023460000000000036e+03 6.612000000000000455e+01
5.230000000000000426e+00 3.557000000000000028e+01 1.026230000000000018e+03 7.937999999999999545e+01
1.442999999999999972e+01 4.175999999999999801e+01 1.024019999999999982e+03 8.356999999999999318e+01
2.980999999999999872e+01 7.367000000000000171e+01 1.005600000000000023e+03 6.090999999999999659e+01
1.778999999999999915e+01 4.352000000000000313e+01 1.020649999999999977e+03 6.829000000000000625e+01
2.294999999999999929e+01 6.393999999999999773e+01 1.013909999999999968e+03 8.151999999999999602e+01
1.894000000000000128e+01 4.870000000000000284e+01 1.008500000000000000e+03 9.482999999999999829e+01
2.801000000000000156e+01 6.468999999999999773e+01 1.007610000000000014e+03 5.845000000000000284e+01
2.807999999999999829e+01 5.914000000000000057e+01 1.016159999999999968e+03 5.807999999999999829e+01
1.357000000000000028e+01 4.299000000000000199e+01 1.007509999999999991e+03 8.895000000000000284e+01
1.135999999999999943e+01 4.147999999999999687e+01 1.012799999999999955e+03 7.615999999999999659e+01
2.598999999999999844e+01 5.953999999999999915e+01 1.007779999999999973e+03 7.448000000000000398e+01
1.518999999999999950e+01 4.142999999999999972e+01 1.011340000000000032e+03 8.967000000000000171e+01
2.394000000000000128e+01 5.195000000000000284e+01 1.008179999999999950e+03 7.187000000000000455e+01
2.855999999999999872e+01 7.421999999999999886e+01 1.007450000000000045e+03 6.959999999999999432e+01
2.271000000000000085e+01 7.523000000000000398e+01 1.010480000000000018e+03 7.685999999999999943e+01
6.299999999999999822e+00 3.932999999999999829e+01 1.010629999999999995e+03 9.426000000000000512e+01
1.118999999999999950e+01 4.064000000000000057e+01 1.020570000000000050e+03 8.448999999999999488e+01
2.596000000000000085e+01 6.807999999999999829e+01 1.010860000000000014e+03 6.706999999999999318e+01
2.887999999999999901e+01 5.489000000000000057e+01 1.007159999999999968e+03 4.660000000000000142e+01
2.192999999999999972e+01 6.084000000000000341e+01 1.017799999999999955e+03 8.260999999999999943e+01
1.119999999999999929e+01 3.575999999999999801e+01 1.019240000000000009e+03 6.459000000000000341e+01
2.516000000000000014e+01 5.882000000000000028e+01 1.009629999999999995e+03 7.262000000000000455e+01
8.880000000000000782e+00 3.965999999999999659e+01 1.015210000000000036e+03 8.829000000000000625e+01
3.162999999999999901e+01 6.959000000000000341e+01 1.008659999999999968e+03 6.181000000000000227e+01
2.210999999999999943e+01 5.979999999999999716e+01 1.016860000000000014e+03 7.014000000000000057e+01
2.169000000000000128e+01 4.457000000000000028e+01 1.005840000000000032e+03 7.153000000000000114e+01
1.819999999999999929e+01 4.500999999999999801e+01 1.013820000000000050e+03 6.814000000000000057e+01
1.214000000000000057e+01 4.485000000000000142e+01 1.014360000000000014e+03 6.003999999999999915e+01
2.630999999999999872e+01 4.860000000000000142e+01 1.002639999999999986e+03 6.003999999999999915e+01
1.726999999999999957e+01 4.352000000000000313e+01 1.021370000000000005e+03 7.673000000000000398e+01
2.710999999999999943e+01 4.860000000000000142e+01 1.002779999999999973e+03 5.339000000000000057e+01
1.481000000000000050e+01 3.957999999999999829e+01 1.011620000000000005e+03 7.364000000000000057e+01
7.650000000000000355e+00 3.629999999999999716e+01 1.016500000000000000e+03 6.551000000000000512e+01
2.569999999999999929e+01 6.945000000000000284e+01 1.013860000000000014e+03 5.690999999999999659e+01
1.726999999999999957e+01 4.489999999999999858e+01 1.007850000000000023e+03 7.879999999999999716e+01
3.019999999999999929e+01 6.959000000000000341e+01 1.008899999999999977e+03 6.731999999999999318e+01
1.080000000000000071e+01 4.068999999999999773e+01 1.014299999999999955e+03 8.743999999999999773e+01
8.070000000000000284e+00 4.117000000000000171e+01 1.019399999999999977e+03 8.643000000000000682e+01
2.778000000000000114e+01 7.356000000000000227e+01 1.007049999999999955e+03 9.531999999999999318e+01
2.123000000000000043e+01 6.807999999999999829e+01 1.012820000000000050e+03 7.456999999999999318e+01
2.337000000000000099e+01 6.386999999999999744e+01 1.016669999999999959e+03 6.043999999999999773e+01
2.144999999999999929e+01 6.084000000000000341e+01 1.017860000000000014e+03 8.279999999999999716e+01
6.169999999999999929e+00 4.007000000000000028e+01 1.013700000000000045e+03 5.899000000000000199e+01
7.870000000000000107e+00 4.117000000000000171e+01 1.020330000000000041e+03 7.776999999999999602e+01
2.294999999999999929e+01 6.654000000000000625e+01 1.004529999999999973e+03 8.806000000000000227e+01
2.728000000000000114e+01 4.792999999999999972e+01 1.003460000000000036e+03 5.921999999999999886e+01
1.891000000000000014e+01 4.500999999999999801e+01 1.012899999999999977e+03 5.981000000000000227e+01
2.675000000000000000e+01 5.832999999999999829e+01 1.013549999999999955e+03 4.546999999999999886e+01
2.775000000000000000e+01 6.534000000000000341e+01 1.014799999999999955e+03 4.590999999999999659e+01
6.889999999999999680e+00 4.364999999999999858e+01 1.019870000000000005e+03 7.276999999999999602e+01
3.023999999999999844e+01 7.390000000000000568e+01 1.006740000000000009e+03 5.639000000000000057e+01
3.204999999999999716e+01 7.723999999999999488e+01 1.008059999999999945e+03 6.709000000000000341e+01
1.524000000000000021e+01 4.445000000000000284e+01 1.020559999999999945e+03 6.612999999999999545e+01
1.313000000000000078e+01 4.075000000000000000e+01 1.016049999999999955e+03 8.087000000000000455e+01
9.060000000000000497e+00 4.192000000000000171e+01 1.029900000000000091e+03 9.087999999999999545e+01
2.967999999999999972e+01 6.432999999999999829e+01 1.011200000000000045e+03 5.772999999999999687e+01
9.630000000000000782e+00 4.114000000000000057e+01 1.027990000000000009e+03 8.789000000000000057e+01
8.859999999999999432e+00 4.022999999999999687e+01 1.017570000000000050e+03 9.046999999999999886e+01
2.344999999999999929e+01 6.904999999999999716e+01 1.003029999999999973e+03 6.640999999999999659e+01
9.509999999999999787e+00 4.046000000000000085e+01 1.018840000000000032e+03 7.012000000000000455e+01
1.051999999999999957e+01 4.178000000000000114e+01 1.013539999999999964e+03 7.151999999999999602e+01
4.929999999999999716e+00 3.843999999999999773e+01 1.015649999999999977e+03 7.146999999999999886e+01
2.301000000000000156e+01 6.654000000000000625e+01 1.009860000000000014e+03 6.453000000000000114e+01
1.058999999999999986e+01 4.153999999999999915e+01 1.019940000000000055e+03 7.387999999999999545e+01
5.519999999999999574e+00 4.285000000000000142e+01 1.012769999999999982e+03 9.381999999999999318e+01
3.067000000000000171e+01 7.285999999999999943e+01 1.004250000000000000e+03 5.271999999999999886e+01
1.109999999999999964e+01 4.000000000000000000e+01 1.021289999999999964e+03 8.657999999999999829e+01
5.370000000000000107e+00 4.007000000000000028e+01 1.012750000000000000e+03 6.357999999999999829e+01
2.257000000000000028e+01 6.239999999999999858e+01 1.009769999999999982e+03 8.604999999999999716e+01
1.889999999999999858e+01 5.603000000000000114e+01 1.020769999999999982e+03 7.182999999999999829e+01
1.169999999999999929e+01 4.340999999999999659e+01 1.016080000000000041e+03 6.227000000000000313e+01
2.748999999999999844e+01 7.193999999999999773e+01 1.008250000000000000e+03 6.829000000000000625e+01
1.019999999999999929e+01 4.067000000000000171e+01 1.016149999999999977e+03 7.320000000000000284e+01
2.623000000000000043e+01 5.986999999999999744e+01 1.012929999999999950e+03 6.662000000000000455e+01
1.633999999999999986e+01 4.228000000000000114e+01 1.008080000000000041e+03 5.279999999999999716e+01
8.970000000000000639e+00 4.403000000000000114e+01 1.013159999999999968e+03 8.039000000000000057e+01
3.196999999999999886e+01 7.973999999999999488e+01 1.007029999999999973e+03 5.584000000000000341e+01
3.028999999999999915e+01 7.415999999999999659e+01 1.008769999999999982e+03 7.523000000000000398e+01
1.491999999999999993e+01 4.617999999999999972e+01 1.014210000000000036e+03 9.881999999999999318e+01
3.030000000000000071e+01 7.390000000000000568e+01 1.006720000000000027e+03 5.513000000000000256e+01
2.962000000000000099e+01 7.318000000000000682e+01 1.012210000000000036e+03 6.160000000000000142e+01
1.563000000000000078e+01 3.786999999999999744e+01 1.020399999999999977e+03 7.476999999999999602e+01
1.821000000000000085e+01 4.500000000000000000e+01 1.022860000000000014e+03 4.884000000000000341e+01
3.192000000000000171e+01 7.532999999999999829e+01 1.001809999999999945e+03 6.196999999999999886e+01
1.484999999999999964e+01 4.586999999999999744e+01 1.009370000000000005e+03 8.465000000000000568e+01
2.533999999999999986e+01 7.046999999999999886e+01 1.006460000000000036e+03 8.393999999999999773e+01
2.250000000000000000e+01 7.093999999999999773e+01 1.008039999999999964e+03 8.239000000000000057e+01
1.326999999999999957e+01 4.228000000000000114e+01 1.008299999999999955e+03 8.620000000000000284e+01
7.990000000000000213e+00 4.138000000000000256e+01 1.021950000000000045e+03 7.876999999999999602e+01
1.835999999999999943e+01 6.210000000000000142e+01 1.019899999999999977e+03 7.909000000000000341e+01
3.055000000000000071e+01 6.625000000000000000e+01 1.009149999999999977e+03 6.352000000000000313e+01
1.673000000000000043e+01 4.500000000000000000e+01 1.023440000000000055e+03 6.067999999999999972e+01
1.422000000000000064e+01 4.500999999999999801e+01 1.014169999999999959e+03 7.014000000000000057e+01
1.805999999999999872e+01 5.207999999999999829e+01 1.003730000000000018e+03 1.000900000000000034e+02
1.106000000000000050e+01 4.115999999999999659e+01 1.018519999999999982e+03 8.914000000000000057e+01
1.676999999999999957e+01 4.228000000000000114e+01 1.007529999999999973e+03 7.318999999999999773e+01
1.898999999999999844e+01 6.210000000000000142e+01 1.020000000000000000e+03 7.676000000000000512e+01
1.655000000000000071e+01 4.617999999999999972e+01 1.009970000000000027e+03 9.654000000000000625e+01
2.221000000000000085e+01 4.500999999999999801e+01 1.012220000000000027e+03 5.484000000000000341e+01
2.887999999999999901e+01 6.656000000000000227e+01 1.006259999999999991e+03 5.914999999999999858e+01
2.301999999999999957e+01 6.993999999999999773e+01 1.007940000000000055e+03 6.465999999999999659e+01
2.167000000000000171e+01 6.970999999999999375e+01 1.010460000000000036e+03 9.682999999999999829e+01
9.960000000000000853e+00 3.965999999999999659e+01 1.015230000000000018e+03 8.298000000000000398e+01
7.690000000000000391e+00 3.996000000000000085e+01 1.023899999999999977e+03 8.918000000000000682e+01
1.832000000000000028e+01 6.651000000000000512e+01 1.015179999999999950e+03 8.150000000000000000e+01
7.040000000000000036e+00 3.936999999999999744e+01 1.019370000000000005e+03 6.910999999999999943e+01
1.744999999999999929e+01 4.964000000000000057e+01 1.026400000000000091e+03 6.667000000000000171e+01
2.364000000000000057e+01 6.993999999999999773e+01 1.005200000000000045e+03 6.453000000000000114e+01
1.272000000000000064e+01 4.060000000000000142e+01 1.013450000000000045e+03 8.615999999999999659e+01
1.650000000000000000e+01 3.971999999999999886e+01 1.003049999999999955e+03 6.598999999999999488e+01
2.680999999999999872e+01 7.490000000000000568e+01 1.003990000000000009e+03 7.987999999999999545e+01
2.319999999999999929e+01 4.929999999999999716e+01 1.003399999999999977e+03 7.976999999999999602e+01
1.917999999999999972e+01 5.820000000000000284e+01 1.017460000000000036e+03 7.671999999999999886e+01
1.639999999999999858e+01 3.800999999999999801e+01 1.022200000000000045e+03 7.304999999999999716e+01
9.529999999999999361e+00 3.838000000000000256e+01 1.020490000000000009e+03 8.007999999999999829e+01
2.935000000000000142e+01 6.851000000000000512e+01 1.007629999999999995e+03 7.067000000000000171e+01
2.789000000000000057e+01 6.987999999999999545e+01 1.007990000000000009e+03 8.562000000000000455e+01
2.366000000000000014e+01 6.185999999999999943e+01 1.013330000000000041e+03 8.309000000000000341e+01
2.758999999999999986e+01 5.420000000000000284e+01 1.013100000000000023e+03 5.160999999999999943e+01
3.071999999999999886e+01 7.157999999999999829e+01 1.009980000000000018e+03 5.039000000000000057e+01
1.317999999999999972e+01 5.271999999999999886e+01 1.024670000000000073e+03 7.595999999999999375e+01
1.010999999999999943e+01 3.935000000000000142e+01 1.015190000000000055e+03 9.073999999999999488e+01
2.182999999999999829e+01 4.110000000000000142e+01 1.001909999999999968e+03 4.178999999999999915e+01
3.339999999999999858e+01 6.998000000000000398e+01 1.013289999999999964e+03 4.778000000000000114e+01
1.510999999999999943e+01 4.500999999999999801e+01 1.017009999999999991e+03 8.439000000000000057e+01
1.091000000000000014e+01 4.234000000000000341e+01 1.021830000000000041e+03 9.498999999999999488e+01
5.790000000000000036e+00 4.586999999999999744e+01 1.010230000000000018e+03 9.540999999999999659e+01
1.230000000000000071e+01 4.068999999999999773e+01 1.015740000000000009e+03 8.257999999999999829e+01
1.090000000000000036e+01 4.067000000000000171e+01 1.016659999999999968e+03 6.509000000000000341e+01
2.026999999999999957e+01 5.664999999999999858e+01 1.020750000000000000e+03 6.712000000000000455e+01
2.719000000000000128e+01 6.426999999999999602e+01 1.013059999999999945e+03 5.813000000000000256e+01
9.349999999999999645e+00 4.403000000000000114e+01 1.011019999999999982e+03 8.810999999999999943e+01
